timestamp,address,actual_label,predicted_label,fraud_probability,trust_score,source
2025-12-18 14:38:49.476026,0x00009277775ac7d0d59eaad8fee3d10ac6c805e8,0,0,0.005,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0002b44ddb1476db43c868bd494422ee4c136fed,0,0,0.03,97,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0002bda54cb772d040f779e88eb453cac0daa244,0,0,0.275,73,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x00038e6ba2fd5c09aedb96697c8d7b8fa6632e5e,0,0,0.005,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x00062d1dd1afb6fb02540ddad9cdebfe568e0d89,0,0,0.02,98,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x000895ad78f4403ecd9468900e68d6ee506136fd,0,0,0.37,63,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x000d63fc5df52b0204374c2f5a3249779805d5d1,0,0,0.24,76,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x000e001ab444fa8d6dc4a402f8d7cfc88fe8c64d,0,0,0.03,97,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0012cb699c836049a4bbeaac2d8c4d47c688e0e4,0,0,0.03,97,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0012f247c9f980eea0a9ad06893bfd95c3145794,0,0,0.21,79,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0013e58a315d2e728f11630aa40abfbdddcab304,0,0,0.015,99,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0016338abcb6bfa6d355adc207c5d2d42acb5e42,0,0,0.02,98,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x001b28141562bc2601694d27c3f5fda2c06c234c,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x001cb265c5606d79035059686ae5f94c6a4c2c2c,0,0,0.12,88,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x001cf9871aeaf2acf72f144b16818b7e417b6dda,0,0,0.005,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x001d54f72af6eae0fdd17009c391426754bec5c2,0,0,0.15,85,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x001e6fbcd020823d3161df44bb5da6c34419eecb,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x001eb1e90d25e8c1372c38f2b2a36b49b6634235,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x001f357ca93307571d8cd93d09ce25a3660429af,0,0,0.095,91,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x001f99982965a3792077893ecadc7be0c61d613c,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x00235134f8335d48cf506b25cc376fc84520588b,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0023a6a2c8316ccfb083a194aa5668bd75891455,0,0,0.04,96,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0029a9b2ea1e45e32fb6344b117388515858d040,0,0,0.13,87,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x002a68f53b92cef5ee4e7ce015b78408f20942bb,0,0,0.005,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x002ab919205b134d05d0746e22c7f8000523c660,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x002b043689ad84008fffab16afc1955f5a3aebde,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0031ebb20a0aaf8c67be012bb3a3483d75269635,0,0,0.015,99,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x003300d3d2c46983b9a55b07b9b2ab47d6228111,0,0,0.04,96,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0033fd555da940b923a7f6f465cc4d9088724263,0,0,0.035,97,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0034f7473531239b1799bc7f14ff97d5303a5a93,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0036ed1e6299bb586ac70ebdfa336f06714a9556,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0038ab9bf479faa2997522b3cf9492153ea6b33f,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x003b9a44dcc7b59546a8b1c1e7dccd57eb99f07d,0,0,0.03,97,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x003c5ebfa5cdb3d73bad42bb07db823f6c77a236,0,0,0.08,92,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x003d8b1e6723960d60367a719fe65e08643a2a80,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x003e2b1599587a6c2f38928ea8f874a74fb1bbbc,0,0,0.02,98,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x004534ebd59b0b094da701dbfd952ef605470128,0,0,0.32,68,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0045eb75acf6e1cb1d9ec41e352a879e2cd50b35,0,0,0.01,99,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x00462f4a169c1dc0b9dc428aa37d394c8abf1266,0,0,0.095,91,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x00472c1e4275230354dbe5007a5976053f12610a,0,0,0.04,96,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x004853f00fab90ab60cf1e609b0b61494b90164c,0,0,0.035,97,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x004e1c2a12ac1d0b70907c702892f397a4769bfb,0,0,0.025,98,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x004f1cea50b057ad8b6f445e128edbdc9b48902b,0,0,0.055,95,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x005073a74dd37889bebbf9de7550dea7666f625b,0,0,0.05,95,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x005457078e3c355023433874edffc8b254881334,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x00595d5ec3bb583428a0304b2940a70d7f553aef,0,0,0.17,83,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x0059782ecd69fb5413c5e1a98b40c28dff061162,0,0,0.26,74,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x005b98bb53be9d5789d27aa1c69ec8a789eff9c1,0,0,0.02,98,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x005cb96b96c8fe801f89500df6ee38dc5fa0081f,0,0,0.055,95,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x005d3bffd33b1a012279d25d30f75133584404db,0,0,0.03,97,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x006482de8230af0f8e2918a439c7826fe8642a43,0,0,0.0,100,KAGGLE_ETHEREUM_DATASET
2025-12-18 14:38:49.476026,0x006743c8992ca6d54c23fa3a745a4781b3817f0c,0,0,0.035,97,KAGGLE_ETHEREUM_DATASET
